№,P,#,Инфинитив,3 л. настоящего вр.,3 л. прошедшего однократного вр.,Вопрос,Перевод
2714,,,prasilenkti,prasileñkia,prasìlenkė,,"разминуться, пройти мимо"
2715,,,prasimušti,prasìmuša,prasìmušė,,пробиться
2716,,,prasinervinti,prasinervina,prasinervino,,понервничать
2717,,,prasiskolinti,prasiskõlina,prasiskõlino,,залезть в долги
2718,,,prasiskverbti,prasiskver̃bia,prasìskverbė,,"проникнуть, просочиться"
2719,,,prasitarti,prasìtaria,prasìtarė,,проговориться
2720,,,prasivaišinti,prasivaišina,prasivaišino,,угоститься
2721,,,prasivalyti,prasivalo,prasivalė,,"прочиститься, убраться (для себя)"
2722,,,prasivogti,prasivogia,prasivogė,,провороваться
2723,,,praskaidrinti,praskraidrina,praskraidrino,,"прояснить, осветлить"
2724,,,praskaityti,praskaito,praskaitė,,прочитать (бегло)
2725,,,praskleisti,praskleĩdžia,pràskleidė,,"раскрыть, раздвинуть"
2726,,,praskolinti,praskolina,praskõlino,,проиграть в долг
2727,,,praslysti,praslýsta,praslýdo,,проскользнуть
2728,,,prasmukti,prasmuñka,prasmùko,,"проскользнуть, пробраться"
2729,,,prašokti,prašóka,prašóko,,протанцевать (весь вечер); пропустить (прыжок)
2730,,,prastėti,prastė́ja,prastė́jo,,ухудшаться
2731,,,prašvilpti,prašvil̃pia,pràšvilpė,,просвистеть
2732,236,200,prašýti,prãšo,prãšė,ką? / ko?,просить
2733,,,pratarti,pràtaria,pràtarė,,произнести (первое слово)
2734,,,pratęsti,pràtęsia,pràtęsė,,продлить
2735,,,pratinti,prãtina,prãtino,,приучать
2736,,,pratintis,prãtinasi,prãtinosi,,приучаться
2737,,,praturtėti,praturtė́ja,praturtė́jo,,обогатиться
2738,,,praturtinti,pratur̃tina,pratur̃tino,,обогатить
2739,237,201,praũsti,praũsia,praũsė,ką?,"мыть, умывать"
2740,238,202,praũstis,praũsiasi,prausėsi,ką?,"мыться, умываться"
2741,,,pravaišinti,pravaišina,pravaišino,,угостить
2742,,,pravalgyti,praválgo,praválgė,,проесть
2743,,,pravažiuoti,pravažiúoja,pravažiãvo,,проехать
2744,,,praversti,praver̃čia,pràvertė,,"пригодиться, быть полезным"
2745,,,pravesti,pràveda,pràvedė,,"провести (мероприятие, время)"
2746,,,pravirkti,pravìrksta,pravìrko,,заплакать
2747,,,pražilti,pražilsta,pražìlo,,поседеть
2748,,,pražudyti,pražùdo,pražùdė,,"погубить, уничтожить"
2749,,,pražūti,pražū̃va,pražùvo,,погибнуть
2750,,,pražydėti,pražýdi,pražydė́jo,,"процвести, отцвести"
2751,,,pražysti,pražýsta,pražýdo,,зацвести
2752,,,prekiauti,prekiáuja,prekiãvo,,торговать
2753,,,prenumeruoti,prenumerúoja,prenumerãvo,,подписываться (на издание)
2754,,,priartėti,priartė́ja,priartė́jo,,приблизиться
2755,,,priartinti,priartinà,priar̃tino,,приблизить
2756,,,priauginti,priaugìna,priaugìno,,"нарастить, вырастить (дополнительно)"
2757,,,priaugti,priáuga,priáugo,,"прирасти, нарасти"
2758,,,pribaigti,pribaĩgia,prìbaigė,,"прикончить, добить"
2759,,,pribėgti,pribė́ga,pribė́go,,прибежать
2760,,,priblokšti,priblõškia,prìbloškė,,"ошеломить, потрясти"
2761,,,pričiupti,pričium̃pa,pričiùpo,,"поймать (с поличным), схватить"
2762,,,pridaryti,pridãro,pridãrė,,наделать (много)
2763,,,pridengti,prideñgia,prìdengė,,"прикрыть, прикрыть"
2764,,,priderinti,pridẽrina,pridẽrino,,"приспособить, подогнать"
2765,,,pridėti,prìdeda,pridė́jo,,"прибавить, добавить"
2766,,,pridirbti,pridìrba,pridìrbo,,"наделать (ошибок, дел)"
2767,,,priduoti,pridúoda,prìdavė,,"сдать, придать"
2768,,,pridurti,prìduria,pridū́rė,,"добавить, прибавить (слово)"
2769,,,prieiti,prieĩna,priė̃jo,,подойти
2770,,,priekaištauti,priekaištáuja,priekaištãvo,,"упрекать, предъявлять претензии"
2771,,,priešgyniauti,priešgyniáuja,priešgyniãvo,,"пререкаться, спорить"
2772,,,priešinti,príešina,príešino,,"противопоставлять, настраивать против"
2773,,,priešintis,príešinasi,príešinosi,,сопротивляться
2774,,,prieštarauti,prieštaráuja,prieštarãvo,,"противоречить, возражать"
2775,,,prievartauti,prievartáuja,prievartãvo,,насиловать
2776,,,prigalvoti,prigalvója,prigalvójo,,напридумывать
2777,,,prigaminti,prigamìna,prigamìno,,"напроизводить, изготовить (много)"
2778,,,prigauti,prigauna,prigãvo,,"поймать (на месте преступления), подловить"
2779,,,prigerti,prìgeria,prigė́rė,,"припить, напиться (немного)"
2780,,,prigirdėti,prigirdì,prigirdėjo,,"послышаться, прислушаться"
2781,,,priglausti,priglaũdžia,priglaũdė,,"приютить, прижать"
2782,,,priglusti,prigluñda,priglùdo,,"прижаться, прильнуть"
2783,,,prigriebti,prigriebia,prìgriebė,,"прихватить, схватить"
2784,,,prigulti,prìgula,prìgulė,,прилечь
2785,,,priimti,priima,priėmė,ką?,принимать
2786,,,prijaukinti,prijaukìna,prijaukìno,,приручить
2787,,,prijausti,prijaũčia,prìjautė,,предчувствовать
2788,,,prijungti,prijùngia,prijùngė,,"присоединить, подключить"
2789,,,prikaišioti,prikáišioja,prikáišiojo,,"натыкать, насовать (много)"
2790,,,prikalti,prìkala,prìkalė,,"прибить, приколотить"
2791,,,prikelti,prìkelia,prikė́lė,,"поднять, воскресить"
2792,,,prikimšti,prìkemša,prikìmšo,,"набить, натолкать"
2793,,,priklaupti,priklaũpia,prìklaupė,,приклонить колени
2794,,,priklausyti,priklaũso,priklaũsė,,"принадлежать, зависеть"
2795,,,priklijuoti,priklijúoja,priklijãvo,,приклеить
2796,,,prilaikyti,prilaĩko,prilaĩkė,,придержать
2797,,,prilipdyti,prilìpdo,prilìpdė,,"прилепить, налепить"
2798,,,prilygti,prilýgsta,prilýgo,,"равняться, быть равным"
2799,,,primąstyti,primą̃sto,primąstė,,"надумать, намыслить"
2800,,,primatuoti,primatuoja,primatavo,,примерить (кому-то)
2801,,,priminti,prìmena,prìminė,,напомнить
2802,,,primokėti,primóka,primokė́jo,,доплатить
2803,,,prinervinti,prinervina,prinèrvino,,"понервировать, довести до нервов"
2804,,,prinešti,prìneša,prìnešė,,принести
2805,,,prinokti,prinóksta,prinóko,,созреть
2806,,,pripažinti,pripažį́sta,pripažìno,,признать
2807,,,pripildyti,pripìldo,pripìldė,,наполнить
2808,,,pripilti,prìpila,pripýlė,,налить
2809,,,pripiršti,priperša,pripir̃šo,,насватать
2810,239,203,pripràsti,priprañta,priprãto,prie ko?,"привыкнуть, привыкать"
2811,,,priraginti,priragina,priragino,,"побудить, призвать"
2812,,,prirašyti,prirãšo,prisirãšė,,"приписать, дописать"
2813,,,prireikti,prireĩkia,prìreikė,,понадобиться
2814,,,priremti,prìremia,prìrėmė,,"прислонить, припереть"
2815,,,pririnkti,prìrenka,pririñko,,"набрать, насобирать"
2816,,,pririšti,prìriša,prirìšo,,привязать
2817,,,prisapnuoti,prisapnuoja,prisapnavo,,присниться
2818,,,prisegti,prìsega,prìsegė,,"пристегнуть, прикрепить"
2819,,,prisėsti,prisė́da,prisė́do,,присесть
2820,,,prisiartinti,prisiar̃tina,prisiar̃tino,,приблизиться
2821,,,prisibučioti,prisibučiuoja,prisibučiavo,,нацеловаться
2822,,,prisidengti,prisideñgia,prisìdengė,,прикрыться
2823,,,prisiderinti,prisidẽrina,prisidẽrino,,"приспособиться, подстроиться"
2824,,,prisidėti,prisìdeda,prisidė́jo,,"присоединиться, прибавить (себе)"
2825,,,prisidurti,prisìduria,prisidū́rė,,"приколоть (себе), заработать (дополнительно)"
2826,,,prisiekti,prisíekia,prisíekė,,"присягнуть, поклясться"
2827,,,prisigerti,prisìgeria,prisigė́rė,,напиться (допьяна)
2828,,,prisiglausti,prisiglaũdžia,prisiglaũdė,,"прижаться, прильнуть"
2829,,,prisiimti,prisìima,prisìėmė,,"взять на себя, принять (обязательства)"
2830,,,prisijaukinti,prisijaukìna,prisijaukìno,,приручить (себе)
2831,,,prisijungti,prisijùngia,prisijùngė,,"присоединиться, подключиться"
2832,,,prisikelti,prisìkelia,prisikė́lė,,"воскреснуть, подняться"
2833,,,prisilaikyti,prisilaĩko,prisilaĩkė,,"придерживаться, соблюдать"
2834,,,prisiliesti,prisiliẽčia,prisìlietė,,прикоснуться
2835,,,prisimąstyti,prisimąsto,prisimą̃stė,,надумать (много)
2836,,,prisimatuoti,prisimatúoja,prisimatãvo,,примерить (на себя)
2837,,,prisimiegoti,prisimiẽga,prisimiegojo,,выспаться (вдоволь)
2838,,,prisiminti,prisìmena,prisìminė,,вспомнить
2839,,,prisimokėti,prisimoka,prisimokėjo,,доплатить (за себя)
2840,,,prisinervinti,prisinervina,prisinèrvino,,нанервничаться
2841,,,prisipažinti,prisipažį́sta,prisipažìno,,признаться
2842,,,prisipirkti,prisìperka,prisipir̃ko,,накупить (много)
2843,,,prisiraginti,prisiragina,prisiragino,,напроситься
2844,,,prisirašyti,prisirãšo,prisirãšė,,записаться (куда-то)
2845,,,prisisapnuoti,prisisapnúoja,prisisapnãvo,,присниться (много)
2846,,,prisisavinti,prisisavina,prisisavino,,присвоить
2847,,,prisisegti,prisìsega,prisìsegė,,пристегнуться
2848,,,prisiskaityti,prisiskaĩto,prisiskaĩtė,,начитаться
2849,,,prisiskambinti,prisiskam̃bina,prisiskam̃bino,,дозвониться
2850,,,prisiskolinti,prisiskõlina,prisiskõlino,,набрать долгов
2851,,,prisislinkti,prisìslenka,prisisliñko,,придвинуться
2852,,,prisišvartuoti,prisišvartúoja,prisišvartãvo,,пришвартоваться
2853,,,prisitaikyti,prisitáiko,prisitáikė,,приспособиться
2854,,,prisiteisti,prisiteĩsia,prisìteisė,,отсудить (себе)
2855,,,prisivaišinti,prisivaišina,prisivaišìno,,"наесться, наугощаться"
2856,,,prisivogti,prisivogia,prisìvogė,,наворовать
2857,,,priskaityti,priskaĩto,priskaĩtė,,"насчитать, приписать"
2858,,,priskinti,prìskina,priskýnė,,"нарвать, насобирать (цветов)"
2859,,,priskirti,prìskiria,priskýrė,,"причислить, отнести (к категории)"
2860,,,priskolinti,priskolina,priskolino,,наодалживать
2861,,,prislėgti,prìslegia,prìslėgė,,"подавить, угнетать"
2862,,,prišokti,prišóka,prišóko,,"подскочить, подбежать"
2863,,,prispausti,prispáudžia,prispáudė,,"прижать, придавить"
2864,,,prispirti,prìspiria,prispýrė,,"припереть, прижать (к стенке)"
2865,,,pristabdyti,pristãbdo,pristãbdė,,притормозить
2866,240,204,pristatýti,pristãto,pristãtė,ką?,"представить, представлять"
2867,,,pristoti,pristója,pristójo,,"пристать, надоесть"
2868,,,prisvilinti,prisvìlina,prisvìlino,,"прижечь, подпалить"
2869,,,pritaikyti,pritáiko,pritáikė,,"применить, приспособить"
2870,,,pritapti,pritam̃pa,pritãpo,,"приспособиться, прижиться"
2871,,,pritarti,prìtaria,pritatė,,"согласиться, одобрить"
2872,,,priteisti,priteĩsia,prìteisė,,присудить
2873,,,pritildyti,pritìldo,pritìldė,,"приглушить, утихомирить"
2874,,,pritraukti,pritráukia,pritráukė,,"притянуть, привлечь"
2875,,,pritrūkti,pritrū́ksta,pritrū́ko,,"не хватить, иссякнуть"
2876,,,pritvirtinti,pritvìrtina,pritvìrtino,,"прикрепить, закрепить"
2877,,,privaišinti,privaišìna,privaišìno,,угостить (вдоволь)
2878,241,205,privalė́ti,privãlo,privalė́jo,,"быть должным, быть обязанным"
2879,,,privalgyti,priválgo,priválgė,,наесться
2880,,,privažiuoti,privažiúoja,privažiãvo,,подъехать
2881,,,priversti,priver̃čia,prìvertė,,"заставить, принудить"
2882,,,priverti,prìveria,privė́rė,,"приоткрыть, притворить (дверь)"
2883,,,privesti,priver̃čia,prìvertė,,привести
2884,,,privilioti,priviliója,priviliójo,,"приманить, заманить"
2885,,,privirti,privérda,prìvirė,,наварить (много)
2886,,,privogti,privogia,privogė,,наворовать
2887,,,prižadėti,prìžada,prižadė́jo,,наобещать
2888,,,prižiureti,prižiū̃ri,prižiūrė́jo,,"присмотреть, приглядеть (исправлено с `prižiureti`)"
